review,rating,date
"selalu error, sangat tidak membantu",1,2026-03-12 07:10:52
knapa aplikasi tidak bisa di buka,5,2026-03-12 07:09:35
ga bisa dibuka. kenapa ini? force close terus. kenapeeeeee Tolooong lah,1,2026-03-12 06:58:04
aplikasi BUSUK kok diluncurkan ... sering tf gagal tp saldo kepotong gak cuma 2 / 3 kali... ngubungingi cso smp berkali kali smp pls habis terus...,1,2026-03-12 06:50:24
sangat membantu banget,4,2026-03-12 06:08:32
"Ini apa bgt ya, berkali² ga bisa qris ga bisa TF. tolong dong ini gmn. TERIMA KASIH",4,2026-03-12 05:59:36
mantap lah ....,5,2026-03-12 05:44:55
sering lelet n aplikasinya ga seperfect BNI mobile yg itu,5,2026-03-12 05:35:31
wow,5,2026-03-12 05:30:43
"aplikasinya lemot. susah sekali kebuka nya. sy coba mbanking lain sangat mudah kebukanya,tapi giliran sy buka wonder BNI ga kebuka2. kocak.",1,2026-03-12 05:28:26
sangt baik..lbh mudah,5,2026-03-12 05:26:32
"aplikasi waktunya butuh errror terus, masa maintenance 7 jam gak selesai, padahal di jam kerja, kalau tengah malam sih gak masalah.",5,2026-03-12 05:25:13
oke baik,5,2026-03-12 04:56:10
terlalu mahal admin,1,2026-03-12 04:48:54
tapi adminya banyak banget,5,2026-03-12 04:32:20
"pantes BNI ga laku, setiap ada transferan masuk saldo berkurang untuk biaya bank harusnya kan yg bayar pihak pengirim bukan penerima",1,2026-03-12 04:18:42
"sangat buruk, aplikasi bolak-balik minta update tapi kayak nggak ada perubahan apa2. Uang sudah transfer saldo terpotong tapi tak masuk ke rekening penerima, mau minta refund sistem pengembalian uang lama. Telpon call center suruh tunggu-tunggu terus sampai pulsa habis buat nelpon cs doang.",1,2026-03-12 04:07:07
mhon maap ka mohon dibantu sya kemarin download apk wonder ini terus saya tf ke rek barunya tpi tidak sampai mulu saldonya 2 kali transaksi saldo udah kepotong mohon di cek udah kirim email ke customer belum di respon mhon dibantu🙏,1,2026-03-12 04:03:37
proses mudah,5,2026-03-12 03:59:16
sangat amat membantu transaksi finansial saya..terimakasih BNI debset dahhhhhh,5,2026-03-12 03:55:20
tolong perbaiki BNI kenapa ganguan trus tolong secepat nya jngn ganguan trus gimana ini jaringan sistem nya ganguan trus. padahal saldo ada tapi kenapa setiap pakai BNI ini ganguan trus ..kadang mau 1 bulan ...ini susah nya kalau gak ada kartu,1,2026-03-12 03:52:09
"tidak ada satupun layanan yang bisa dihubungi,sudah tahun 2026 masih disuruh ke kantor cabang,apakah tidak bisa menyelesaikan masalah lewat via online,semua di hubungi yang jawab AI!!!!!!",1,2026-03-12 03:51:14
"kaitkan akun Gmail udah bener kode otp nya tapi masih ga bisa, di ulang2 terus malah di suruh coba lagi besok itu gimana min, dari kemaren ga bisa2, padahal kode nya dah bener",4,2026-03-12 03:44:57
saya anda kendala saat melapor belum adaa tindakan sudah sampai sehari.. melapor ke BNI mobile banking dan wondr pun tidak ada tanggapan,1,2026-03-12 03:20:32
lebih baik lagi layan iya,5,2026-03-12 03:14:58
okay baik,5,2026-03-12 03:13:27
"aplikasi wondr BNI saya tidak bisa lanjut registrasi disuruh ke Kantor Cabang., saya sudah ke Kantor Cabang untuk registrasi saya balik ke rumah masih terjadi hal yang sama., buka wondr tetap disuruh registrasi lagi di kantor cabang., ini kenapa tolong bantuannya",1,2026-03-12 03:10:47
"pelayanan CS nya tidak ready saya menghubungi 1 jam lebih tidak terhubung, klo pelayanan buruk begini gimana mau naikin rating 👎🏻👎🏻👎🏻👎🏻👎🏻",1,2026-03-12 03:08:34
aplikasi yg sangat membantu sekali,5,2026-03-12 02:59:07
Good BNI,5,2026-03-12 02:45:58
knp TDK bisa terbuka,5,2026-03-12 02:41:05
"mudah pokoknya,",5,2026-03-12 02:36:33
aplikasi nya Gampang dan cepat,5,2026-03-12 02:34:56
"Thanks Bangat, semua lancar",5,2026-03-12 02:29:12
"Cepat, sangat membantu",5,2026-03-12 02:23:02
"bank bni maling uang nasabah, tanggal 11 maret 2026 malam saya melakukan tarik tunai di mesin atm sebesar 300rb namun uangnya tidak keluar sedangkan saldo saya sdh terpotong. saya chat ke wa CS namun tidak ada tanggapan sekali. sampai dengan pagi ini saldo saya masih belum kembali normal dan wa CS masih belum ada tanggapan SUNGGUH SANGAT² MERUGIKAN NASABAH, kapok menggunakan bank bni. KEMBALIKAN UANG SAYA !!",1,2026-03-12 02:18:23
"mantap, mudah, puas",5,2026-03-12 01:22:28
Bismillah bagus,5,2026-03-12 01:20:17
Very good👍,5,2026-03-12 01:18:00
buat saya ini simple dan tanfa ribet..mantaap,5,2026-03-12 01:06:33
aplikasinya sangat membantu dalam misi keuangan,5,2026-03-12 00:52:05
baik walau kadang kadang kusut,3,2026-03-12 00:33:53
"sering sekali gangguan, saat login maupun pada saat pembayaran via qris",1,2026-03-12 00:28:52
mudah untuk Transaksi,5,2026-03-12 00:05:03
okeh..,5,2026-03-12 00:02:46
gampang dan praktis,4,2026-03-11 23:36:30
mantap sangat membantu dan mudah di gunakan,5,2026-03-11 23:14:02
JOOSSSS,5,2026-03-11 22:55:03
"aku suka bertransaksi pakai wondr, kirim² bukti transfer jg berasa estetik bngt tampilan nya berkelas gitu hehe. next upgrade lg biar makin elegan danm mevvah",5,2026-03-11 21:50:38
bagus...sangat membantu good job wondr by BNI,5,2026-03-11 21:39:04
akun keluar sendiri terus gimana pihak BNI ini,1,2026-03-11 20:59:42
"kenapa tidak bisa registrasi lewat hp, saat registrasi selalu muncul ""maaf registrasi anda tidak dapat diproses"" !!!",1,2026-03-11 19:40:26
oke bgt,5,2026-03-11 19:19:03
ok.,5,2026-03-11 18:58:49
"saya beli pulsa tapi gagal terus. pas cek saldo knpa uang sya di potong, dan gak ada bukti transaksi nya. tolong lebih baik lagi",5,2026-03-11 18:50:47
"setiap transaksi malam hari selalu kendala, transaksinya gagal tapi saldonya hilang, aneh banget",1,2026-03-11 18:49:51
"sialan aplikasi gk jelas lg penting penting nya ehh pas tf malah gagal mana saldonya gak jelas blom balik ,inisi namanya bukan mempermudah tapi mempersulit ,klo bgini trus saya gamau lg pke bni klo gk di perbaikin",1,2026-03-11 18:08:41
joss jiss,5,2026-03-11 17:56:35
"Mudah dipahami, tidak ribet beda sm bank² lain",5,2026-03-11 17:55:42
aduh ngimana sih..transaksi gagal TPI saldonya ke potong😭 mohon dong pengembalian dananya,1,2026-03-11 17:52:59
tiap malem gangguan mulu gajelas,2,2026-03-11 17:18:36
"di update bukan nya lebih baik dan lancar, ini malah sering ada masalah sue bener ni update tan mau tf atau qris aja susah bet dah ga kaya pertamaan download sat set, skrg jadi makin ga mood make apk nya ngeselin jir",2,2026-03-11 17:16:41
ga nyaman gangguan terus,2,2026-03-11 17:14:37
sering eror,2,2026-03-11 17:05:22
"pada tgl 10.Maret 2026 sy ambil uang pakai mobile tunai di ATM BNI. Rekening terdebet tapi uang tidak keluar... hubungi 1500046 berkali kalo SULIT sekali.... WA Center juga sama. Tidak ada fasilitas untuk pengaduan dan layanan yg memadai. layanan email juga demikian ""slow respon""..",3,2026-03-11 17:00:19
setiap jam malam eror saya transfer 3x ke bank lain gagal semua tapi saldo terpotong.,1,2026-03-11 17:00:08
aplikasi busuk... msh mndg BNI mobile banking yg dl drpd ini... bukannya tambah bagus mlh g karu2an...,1,2026-03-11 16:58:08
apa sih saya tidak bisa melakukan transaksi Semua gagal semua gagal apa mau kalian,1,2026-03-11 16:58:04
"maintenance boleh tp jan tiap malemmmm, bungung mo bayar pake apa klo error muku jir",2,2026-03-11 16:53:12
"di update lagi,mau transfer jam 10 ke atas rawan kali,gagal terus",2,2026-03-11 16:38:24
"malam ini saya transfer uang. status belum berhasil, tapi saldo berkurang. masalah ini yang paling saya tidak sukai. urusannya ribet. tolong buat sistem yang mempermudah masyarakat. ini harus hubungi pihak bni pakai email atau pakai nomor telepon kantor.. buat pakai CS gunakan via whatsapp.",1,2026-03-11 16:38:04
"makin sering ada kendala di sistem, gagal terus kalau mau transaksi di malam hari",3,2026-03-11 16:33:30
lemot.. bagusan yang terdahulu,1,2026-03-11 16:21:25
smngat puas tp kok Bru ini GK bisa d buka ya,5,2026-03-11 16:19:47
mau tersaksi ewalet gangguan trs... ribet,5,2026-03-11 15:58:06
"aman, cepat, amanah",5,2026-03-11 15:55:21
lumayan Puas,5,2026-03-11 15:50:58
"kemana saya hubungi pihak BNI,, saya transaksi via Qris teransfer gagal bayar saldo tidak kembali,,",4,2026-03-11 15:34:56
transaksi menjadi lebih mudah,5,2026-03-11 15:11:34
membaantuuu sekliii 👍👍👍❤️,5,2026-03-11 14:51:40
"keren, lebih keren lagi kalo saldo aku do isi THR sama BNI hehe",5,2026-03-11 14:50:05
kenapa sya tidak bisa masuk aplikasi bni ini verifikasi ktp saya ggl mulu tolong dong,2,2026-03-11 14:49:35
bagus mmbantu bnget,5,2026-03-11 14:24:33
baru install BNI mbanking saldo belum masuk masuk payah,1,2026-03-11 14:14:21
Kenapa ya ga bisa tf ke bank lain ataupun ke sesama bni.. kalo tf ada notifikasi transaksi kena limit tp kalo tf ke e wallet msh bisa. Sdh tanya ke admin di ig tp ga ada kejelasan sampe skrg 🙏,5,2026-03-11 13:48:05
goooddd,5,2026-03-11 13:31:41
Saya sangat was2 sekali pake aplikasi ini karena tidak ada notifikasi uang keluar maupun masuk,4,2026-03-11 13:31:34
aplikasi yg sangat membantu,5,2026-03-11 12:46:33
"kecewa berat pake wonde bni, Pembayaran qris gagal sebesar 3jt, tapi saldo terpotong dan belum kembali, sampe sekarang belum ada kejelasan dari pihak bni, masih dalam pemeriksaan terus",1,2026-03-11 12:35:39
"lebih cepet,lebih praktis",5,2026-03-11 12:34:54
lama kaya nunggu lebaran buka aplikasi nya,1,2026-03-11 12:32:30
saya baru buat lewat online dan saya isi saldo namun saldo gak masuk,3,2026-03-11 12:31:30
Baik👍,5,2026-03-11 12:13:06
memudahkan transaksi 👍,5,2026-03-11 12:12:31
ok kak,5,2026-03-11 12:12:14
saya suka banget,5,2026-03-11 11:34:58
"saya berulang kali transaksi menggunakan qris berkendala, sering sekali saldo saya sudah terpotong tapi tpi dioutlet belom berhasil atau tertunda , sudah 2×24jam saldo belom dikembalikan sudah komplain lewat wa , bni call maupun email sama saja, bikin malu didepan kasir , niat nya pengen ga ribet pake qris , malah jadi ribet",1,2026-03-11 11:30:18
sangat memudah kan kita untuk transaksi,5,2026-03-11 11:22:57
"aplikasi sering ngadat , tolong diperbaiki , bikin repot saat akan transaksi mobile.",1,2026-03-11 11:19:39
cepat dan tidak ribet,5,2026-03-11 11:06:43
kenapa tidak bisa di buka tertulis jaringan terputus tapi sya buka brimo bri bisa,5,2026-03-11 10:42:01
apk yg bagus,5,2026-03-11 10:39:12
"Aplikasi Belum Siap, Sampai Skrng Tarik Tunai Tanpa ATM Tidak Pernah Jadi, sudah Berapa x di Coba, Token Pun Memakai Pulsa, Tidak Sama Dgn Bank Di sebela Tanpa Memakai Pulsa Reguler.",1,2026-03-11 10:30:44
sangat mrmbantu,5,2026-03-11 10:30:30
"lancar jaya,,",4,2026-03-11 10:30:00
"maaf ya wonder, tapi knapa ya klo lagi login tuh tiba tiba Ada pemberitahuan internet terputus kalau tidak waktu login sudah habis.padahal baru login Dan internet lancar. mohon untuk diperbaiki ya wonder. jujurly lebih nyaman Dan bagus BNI mobile kalo menurut saya",4,2026-03-11 10:28:55
"aplikasinya sering gk bsa di buka, sering stuck di logo, transaksi di batasi, bkin gk nyaman untuk transaksi",1,2026-03-11 10:28:30
gak jelas ni aplikasi banyak BUG nya..gausah nyalahin HP sama jaringan!!!,1,2026-03-11 10:26:26
aplikasi banyak gangguan,1,2026-03-11 10:23:39
sering eror gak jelas wonder,1,2026-03-11 10:11:42
sangat membantu buat saya yang kerja jauh dari kota dan jauh dari ATM,5,2026-03-11 10:08:35
"simple, gak berat dan cepat",5,2026-03-11 09:57:02
BNI good,5,2026-03-11 09:50:11
Kenapa Login dari jam 11.00 WIB sampai dengan 16.30 WIB tidak bisa ada apa dengan Wonder by BNI. Untuk jaringan baik wifi maupun data sangat bagus.,3,2026-03-11 09:41:11
"aplikasi lelet masuk ke dalam apk saja tunggu terlalu lama, terlalu banyak maintenance, buat yang mau buka tabungan di BNI lebih baik pikir 2 kali, buka di bank BRI atau bank yang lain",1,2026-03-11 09:25:13
"Saya sangat terbantu dengan adanya aplikasi Wondr by BNI, dari Hong Kong saya bisa mengirim uang dan juga belanja di indonesia, semoga selalu aman",5,2026-03-11 09:17:03
penyimpanan nya over,1,2026-03-11 09:14:04
"pelayanan bagus,cepat dan terpercaya",5,2026-03-11 09:10:42
"edit ulasan 26-03-2025. sekarang edit lagi jadi hampir 1 tahun tanpa kendala kemajuan yg sangat baik. saya naik kan jd *3, tp spt nya wondr BNI ikut tren lebaran. lebaran jalan macet dan tdk teratur. wondr BNI juga macet sdh 3 hari tdk bisa di buka. cepat di perbaiki ya....",3,2026-03-11 08:59:21
"benar benar mengecewakan, tarik tunai non kartu...saldo berkurang tapi uang tidak keluar...berkali kali mengalami hal yang sama terutama di hari libur",1,2026-03-11 08:42:51
"kalo mau bayar pake qris nominal kecil suka gagal, di ulang2 juga gagal terus",1,2026-03-11 08:38:54
sangat baik untuk transaksi,2,2026-03-11 08:35:07
BNI pelayanan kurang baik,1,2026-03-11 08:24:19
"mengecewakan.... sudah 6 kali kejadian tarik tunai non kartu, tidak keluar uangnya tapi saldo berkurang... harus laporan lagi, uang balik nunggu 1 - 2 pekan..benar benar mengganggu aktivitas",1,2026-03-11 08:15:33
😍😍,5,2026-03-11 08:13:28
pelayanan nya sangat baik,5,2026-03-11 08:12:12
mudah penggunaannya,5,2026-03-11 08:07:11
apk taik susah kali mau ferivikasi wajah gk bisa2 padahal dah jelas ngikutin caranya,1,2026-03-11 08:05:07
"Aplikasi serba bisa, lengkap, mudah digunakan, tampilannya bagus",5,2026-03-11 08:00:48
"lebih nyaman menggunakan mbanking bni dulu, ada laporan perkembangan keuangan kita setelah transaksi kaya buku tabungan. jadi kita tau kenapa saldo kita sekian. wondr Ndak ada model buku tabungannya, hanya nilai akhir aja adanya. ada sih cttn stiap transaksi,tp kn ndk ada tabel perbandingannya. jadi merasa ndk aman Krn ndk tau riwayatnya nominal. kalo ada neraca debit, kredit dan saldonya kan enak",3,2026-03-11 07:58:57
min tolong kembalikan uang saya. saya gagal transfer saldo gak ke kirim tapi saldo berkurang,1,2026-03-11 07:56:58
mau bayar pdam pas mau masukin kode ga bisa krn yg tertera d papan ketik hanya angka saja..sedangkan kodenya ada yg pakai huruf.gimana ya...?,4,2026-03-11 07:26:41
"minta tolong kemarin saya transfer melalui m.banking wonder,saldo sudah kepotong tapi uang belum masuk... saya coba tlfon call center tapi gak pernah bisa..minta tolong untuk lebih profesional dalam hal kerja/bisnis supaya pelanggan puasss dengan pelayanannya🙏",3,2026-03-11 07:18:09
semoga pelayanan selalu lancar & aman,5,2026-03-11 06:46:24
kenapa notifikasi uang masuk tidak ada ya,5,2026-03-11 06:32:02
"mantap, lebih lengkap, dan lebih mudah digunakan atau di jalankan.",5,2026-03-11 05:58:42
mantap g perna tersendat,5,2026-03-11 05:27:21
gw rencana nya mau jadiin wondr buat nyimpen uang/tabungan.tapi tiap bulan bukannya kesimpen malah berkurang.mending nyimpen di Bank JAGO.AYO MULAI SEKARANG NYIMPEN UANG DI BANK JAGO.DI BANK JAGO TIAP BULAN KITA DIKASIH BUNGA BERDASARKAN UANG YANG KITA SIMPAN.Terima kasih bank Jago,1,2026-03-11 05:25:38
"masa udah buat akun mbangking pas mau masuk lagi malah di suruh daftar ulang lagi, agak laen memang, udah 3x kayak gini.",1,2026-03-11 05:10:25
"kenapa skrg susah banged d buka ya, jaringan full tapi force close trs sebelum bs login udah pakai dua sata dr dua provider berbeda tetap aja ga bisa padahal Apk nya secuil gini yaaa .makin mengecewakan 🙄",2,2026-03-11 05:09:59
pajak terlalu besar saldo hilang hilang,1,2026-03-11 05:06:49
"kurang bagus, sering gagal transaksi tp saldo sudah terpotong, transaksi berhasil tp bukti terkirim tidak ada tidak bisa download bukti transaksi",3,2026-03-11 04:52:28
diperbaiki lagi ahh aplikasinya manja bangett kuota ada pake wifi juga ga bsa dibuka suka ngelag anehh bangett,1,2026-03-11 04:37:28
mqntap,5,2026-03-11 04:27:56
"saya kasih minta 4 karna sering kali saya mengunakan wonder disaat mendesak malah transferan saya pending sampai berhari"", dan juga sering sekali ganguan saat mengunakan qris",4,2026-03-11 04:25:11
"dulu saya kasih bintang lima, sekarang notifikasi masuk kok sering telat ya?",3,2026-03-11 04:18:07
transaksi menjadi mudah terimakasih wondr,5,2026-03-11 04:12:42
"sering eror, transfer ke rekening bank lain suka eror saldo kepotong tapi uang g masuk, kejadian ga sekali aja ya...",1,2026-03-11 03:54:04
"sengaja buat bintang 5,biar cepat dilihat saya mau buka aplikasi ini tapi terus terhenti,ga bisa dibuka lagi,ga tau salahnya dimana tolong dong diperbaiki lama² kesal juga 😠😠",5,2026-03-11 03:44:14
sangat mudah dan praktis,5,2026-03-11 03:32:12
memudahkan pekerjaan kita,4,2026-03-11 03:26:14
sering kali aplikasinya gak bisa kebuka..tiap di buka keluar sendiri,3,2026-03-11 03:14:58
Sangat bermanfaat. terimakasih,5,2026-03-11 02:57:34
terbaik sangat membantu saat transaksi,5,2026-03-11 02:36:57
"transfer status saya gagal , saldo kepotong ga di kembalikan, solusi nya gimana ini dengan uang sayaa ga ada respon dari cs call BNI",4,2026-03-11 02:16:08
bagus sekali sangat menbantu,5,2026-03-11 02:10:51
tidak ada update kah? karena mulai tgl 9 maret 2026 hingga hari ini. transaksi tidak tercatat di riwayat/mutasi. terakhir tercatat transaksi tanggal 8 maret 2026. update: 11 Maret 2026 transaksi sudah tercatat dan muncul pada tampilan aplikasi. terima kasih sudah ditindaklanjuti dengan baik.,5,2026-03-11 02:00:23
Sangat cepat dan memuaskan,5,2026-03-11 01:46:30
saldo aku hilang,1,2026-03-11 01:18:16
"transaksi selalu gagal padahal saldo dan sinyal saya ada, terutama transaksi menggunakan qr yang nominalnya otomatis",1,2026-03-11 01:06:46
membantu sekali dalam bertransaksi,4,2026-03-11 00:52:19
"terimakasih banyak, sangat membantu. semoga sukses semuanya😇",5,2026-03-11 00:45:46
mudah dan memudahkan,5,2026-03-11 00:40:54
mempermudah segala urusan keuangan,5,2026-03-11 00:34:27
😇,4,2026-03-11 00:21:59
"untuk menu mobile tunai nya mohon di perbaiki lagi, dulu awal pemakaian menggunakan mbanking, mengunakn mobile tunai untuk dapat kode OTP tidak sulit, tetapi untuk beberapa tahun terakhir ini ketika mau menggunakan menu mobile tunai sekarang untuk menunggu kode OTP nya sangat lama dan ketika sudah dapat kode OTP jangka waktu untuk penarikan sudah lewat, kalo bisa di permudah lagi untuk mobile tunai lebih bagus untuk kode OTP tidak usah di pakai,",1,2026-03-10 23:58:58
rekomendasi sangat,5,2026-03-10 23:56:09
"aplikasi sangat tidak membantu, menyusahkan saja.",1,2026-03-10 22:52:52
terbantu sekali,5,2026-03-10 22:45:03
aplikasi keren👍👍👍,5,2026-03-10 22:00:27
sangat memuaskan☺☺☺,5,2026-03-10 21:47:26
mantap...transaksi lbh mudah dan gampang.sukses tuk bank bni,4,2026-03-10 21:46:55
"apk dan atm gblk semua, transaksi sering error. setor tunai duit masuk tapi saldo gak nambah, sering. tarik tunai cardless saldo kepotong tapi duit gak keluar dari atm juga sering.",1,2026-03-10 21:41:33
aplikasinya bagus banget. mantaapp,5,2026-03-10 21:27:41
"susah aktivasinya , saya harus ke kantor cabang sebanyak 4x untuk aktivasinya yang gagal trs . perbaikilah kenapa susah sekali mana bolak - balik dibulan puasa itu melelahkan .",2,2026-03-10 21:01:11
Dengan Wondr BNI lebih mudah dalam bertransaksi...,5,2026-03-10 20:48:26
